      date,       T,       P,      Ep,       I,      Ea,    Dsum
1978-01-13,   5.000,   0.000,   0.211,   0.000,   0.211,   0.944
1978-01-14,   2.400,   9.024,   0.087,   0.000,   0.087,   5.752
1978-01-15,   6.100,   6.486,   0.103,   0.000,   0.103,   6.217
1978-01-16,   7.700,   2.538,   0.228,   0.000,   0.228,   3.840
1978-01-17,   7.000,   2.820,   0.109,   0.000,   0.109,   3.088
1978-01-18,   4.500,   1.692,   0.146,   0.000,   0.146,   2.134
1978-01-19,   4.300,   4.794,   0.067,   0.000,   0.067,   3.702
1978-01-20,   5.800,   0.423,   0.251,   0.000,   0.251,   1.585
1978-01-21,   7.300,   0.564,   0.241,   0.000,   0.241,   0.774
1978-01-22,   7.600,   5.217,   0.073,   0.000,   0.073,   3.423
1978-01-23,   6.200,  24.393,   0.052,   0.000,   0.052,  16.333
1978-01-24,   3.300,   8.178,   0.187,   0.000,   0.187,  11.420
1978-01-25,   3.500,  29.046,   0.062,   0.000,   0.062,  22.129
1978-01-26,   4.200,  12.126,   0.088,   0.000,   0.088,  16.086
1978-01-27,   3.700,   9.447,   0.180,   0.000,   0.180,  11.811
1978-01-28,   4.400,  14.805,   0.115,   0.000,   0.115,  13.505
1978-01-29,   5.300,   0.705,   0.313,   0.000,   0.313,   5.496
1978-01-30,   5.200,   4.935,   0.085,   0.000,   0.085,   4.938
1978-01-31,   7.300,   4.794,   0.098,   0.000,   0.098,   4.784
1978-02-01,   7.300,   1.420,   0.136,   0.000,   0.136,   2.636
1978-02-02,   6.300,   8.520,   0.239,   0.000,   0.239,   6.094
1978-02-03,   5.400,  13.064,   0.182,   0.000,   0.182,  10.315
1978-02-04,   5.900,   3.692,   0.223,   0.000,   0.223,   6.174
1978-02-05,   7.300,   0.000,   0.312,   0.000,   0.312,   2.222
1978-02-06,   6.200,   0.000,   0.545,   0.000,   0.545,   0.791
1978-02-07,   7.400,  54.244,   0.093,   0.000,   0.093,  33.146
1978-02-08,   7.800,   3.692,   0.187,   0.000,   0.187,  15.420
1978-02-09,   5.800,   0.142,   0.347,   0.000,   0.347,   5.584
1978-02-10,   6.200,   5.680,   0.180,   0.000,   0.180,   5.322
1978-02-11,   4.200,   5.254,   0.394,   0.000,   0.394,   5.072
1978-02-12,   2.700,  13.632,   0.119,   0.000,   0.119,  10.219
1978-02-13,   3.700,   2.982,   0.373,   0.000,   0.373,   5.658
1978-02-14,   2.400,   0.000,   0.404,   0.000,   0.404,   2.005
1978-02-15,  -0.200,   0.142,   0.271,   0.000,   0.271,   0.715
1978-02-16,   0.600,   3.692,   0.274,   0.000,   0.274,   2.117
1978-02-17,   3.000,   4.260,   0.300,   0.000,   0.300,   3.278
1978-02-18,   5.200,   0.284,   0.483,   0.000,   0.483,   1.211
1978-02-19,   6.000,   9.656,   0.175,   0.000,   0.175,   6.193
1978-02-20,   8.600,   2.556,   0.238,   0.000,   0.238,   3.896
1978-02-21,   8.400,   5.964,   0.178,   0.000,   0.178,   5.013
1978-02-22,   7.400,   0.284,   0.599,   0.000,   0.599,   1.864
1978-02-23,   7.800,   0.000,   0.903,   0.000,   0.903,   0.663
1978-02-24,   7.800,   0.000,   0.203,   0.000,   0.203,   0.238
1978-02-25,   7.700,   8.662,   0.584,   0.000,   0.584,   4.335
1978-02-26,   6.300,  23.146,   0.249,   0.000,   0.249,  15.764
1978-02-27,   3.400,  11.076,   0.277,   0.000,   0.277,  12.889
1978-02-28,   4.700,   9.656,   0.353,   0.000,   0.353,  10.648
1978-03-01,   3.300,   2.025,   0.598,   0.000,   0.598,   4.979
1978-03-02,   2.000,   2.565,   0.769,   0.000,   0.769,   2.961
1978-03-03,   2.900,   5.805,   0.576,   0.000,   0.576,   4.294
1978-03-04,   5.200,   1.215,   0.660,   0.000,   0.660,   2.029
1978-03-05,   5.900,   8.100,   0.206,   0.000,   0.206,   5.529
1978-03-06,   5.300,   2.295,   0.298,   0.000,   0.298,   3.425
1978-03-07,   4.500,   6.210,   0.270,   0.000,   0.270,   4.936
1978-03-08,   6.600,   3.240,   0.418,   0.000,   0.418,   3.683
1978-03-09,   5.500,   1.755,   0.680,   0.000,   0.680,   2.102
1978-03-10,   4.200,   2.970,   0.277,   0.000,   0.277,   2.374
1978-03-11,   6.800,   1.485,   0.397,   0.000,   0.397,   1.607
1978-03-12,   6.400,   0.270,   0.904,   0.000,   0.904,   0.571
1978-03-13,   4.300,   0.270,   0.681,   0.000,   0.681,   0.204
1978-03-14,   5.200,   0.000,   0.502,   0.000,   0.502,   0.074
1978-03-15,   6.700,   0.000,   0.777,   0.000,   0.777,   0.027
1978-03-16,   8.500,   0.000,   1.180,   0.000,   1.180,   0.010
1978-03-17,   9.300,   0.000,   1.116,   0.000,   1.116,   0.004
1978-03-18,  11.200,   0.000,   1.524,   0.000,   1.524,   0.001
1978-03-19,   9.400,   0.675,   0.413,   0.000,   0.413,   0.001
1978-03-20,   6.400,   0.000,   1.136,   0.000,   1.136,   0.000
1978-03-21,   7.700,   0.000,   0.411,   0.000,   0.411,   0.000
1978-03-22,   7.300,   0.000,   0.662,   0.000,   0.662,   0.000
1978-03-23,   7.100,   0.000,   0.463,   0.000,   0.463,   0.000
1978-03-24,   7.600,   2.160,   0.443,   0.000,   0.443,   0.000
1978-03-25,   5.200,   0.675,   1.095,   0.000,   1.095,   0.000
1978-03-26,   6.500,   0.000,   1.654,   0.000,   1.654,   0.000
1978-03-27,   4.400,   0.000,   1.367,   0.000,   1.367,   0.000
1978-03-28,   3.200,   0.000,   1.345,   0.000,   1.345,   0.000
1978-03-29,   3.200,   0.000,   0.734,   0.000,   0.734,   0.000
1978-03-30,   6.900,   0.000,   0.780,   0.000,   0.597,   0.000
1978-03-31,   9.600,   0.000,   1.353,   0.000,   0.788,   0.000
1978-04-01,   9.600,   0.000,   1.638,   0.000,   0.958,   0.000
1978-04-02,   9.100,   9.424,   1.070,   0.000,   1.070,   0.000
1978-04-03,   6.900,   4.092,   1.169,   0.000,   1.169,   0.323
1978-04-04,   3.300,   1.364,   1.156,   0.000,   1.156,   0.214
1978-04-05,   3.100,   0.496,   1.247,   0.000,   1.247,   0.085
1978-04-06,   4.300,   0.248,   0.908,   0.000,   0.908,   0.034
1978-04-07,   4.200,   0.000,   1.798,   0.000,   1.798,   0.014
1978-04-08,   2.300,   0.000,   1.740,   0.000,   1.740,   0.005
1978-04-09,   2.700,   3.348,   1.668,   0.000,   1.668,   0.002
1978-04-10,   4.800,  15.376,   0.472,   0.000,   0.472,   4.774
1978-04-11,   6.800,   0.620,   1.516,   0.000,   1.516,   1.747
1978-04-12,   6.500,   0.124,   1.047,   0.000,   1.047,   0.562
1978-04-13,   7.000,   0.744,   0.702,   0.000,   0.702,   0.197
1978-04-14,   7.300,   3.348,   0.662,   0.000,   0.662,   0.870
1978-04-15,   4.700,  14.756,   0.630,   0.000,   0.630,   9.185
1978-04-16,   5.700,   9.424,   1.412,   0.000,   1.412,   8.798
1978-04-17,   4.200,   0.868,   1.379,   0.000,   1.379,   2.992
1978-04-18,   5.400,   0.000,   1.681,   0.000,   1.681,   0.828
1978-04-19,   7.600,   0.000,   1.598,   0.000,   1.598,   0.257
1978-04-20,  10.000,   0.000,   1.424,   0.000,   1.424,   0.088
1978-04-21,  11.900,   0.124,   2.065,   0.000,   2.065,   0.032
1978-04-22,  11.600,   0.000,   2.581,   0.000,   2.581,   0.012
1978-04-23,  11.200,   0.000,   2.711,   0.000,   2.711,   0.005
1978-04-24,  11.400,   0.000,   2.491,   0.000,   1.962,   0.002
1978-04-25,  11.700,   0.000,   2.603,   0.000,   2.058,   0.001
1978-04-26,   9.000,   9.424,   1.031,   0.000,   1.031,   0.000
1978-04-27,   6.100,   1.364,   2.085,   0.000,   2.085,   0.000
1978-04-28,   6.500,   0.000,   1.142,   0.000,   1.142,   0.000
1978-04-29,  10.400,   0.000,   1.955,   0.000,   1.955,   0.000
1978-04-30,  11.300,   0.000,   3.235,   0.000,   3.235,   0.000
1978-05-01,  13.700,   0.000,   3.628,   0.000,   3.617,   0.000
1978-05-02,  15.500,   0.000,   3.886,   0.000,   3.152,   0.000
1978-05-03,  15.300,   0.000,   3.954,   0.000,   3.218,   0.000
1978-05-04,  14.400,   0.000,   3.971,   0.000,   3.198,   0.000
1978-05-05,  14.500,   0.000,   3.852,   0.000,   2.994,   0.000
1978-05-06,  16.600,   0.000,   3.965,   0.000,   2.488,   0.000
1978-05-07,  17.600,   0.000,   3.826,   0.000,   1.951,   0.000
1978-05-08,  13.800,   0.000,   2.819,   0.000,   1.203,   0.000
1978-05-09,  13.400,   0.000,   2.983,   0.000,   1.131,   0.000
1978-05-10,  15.100,   6.102,   2.686,   0.000,   2.686,   0.000
1978-05-11,  12.900,   0.113,   2.236,   0.000,   1.740,   0.000
1978-05-12,   9.300,   0.452,   1.395,   0.000,   1.053,   0.000
1978-05-13,  10.800,   6.215,   1.229,   0.000,   1.229,   0.000
1978-05-14,  11.000,   6.102,   1.989,   0.000,   1.989,   0.000
1978-05-15,  10.600,   0.113,   1.575,   0.000,   1.575,   0.000
1978-05-16,  12.400,   0.226,   2.168,   0.000,   2.168,   0.000
1978-05-17,  11.200,   1.017,   2.558,   0.000,   2.558,   0.000
1978-05-18,   9.000,   0.000,   1.857,   0.000,   1.281,   0.000
1978-05-19,   9.800,   0.000,   3.333,   0.000,   2.170,   0.000
1978-05-20,  10.100,   0.113,   3.279,   0.000,   2.006,   0.000
1978-05-21,   8.800,   0.000,   2.302,   0.000,   1.288,   0.000
1978-05-22,   9.900,   0.000,   3.120,   0.000,   1.201,   0.000
1978-05-23,   9.300,   0.678,   2.194,   0.000,   1.451,   0.000
1978-05-24,   9.900,   0.226,   3.025,   0.000,   1.164,   0.000
1978-05-25,   9.700,   0.000,   3.680,   0.000,   1.192,   0.000
1978-05-26,   9.000,   1.356,   3.358,   0.000,   1.725,   0.000
1978-05-27,   9.300,   0.000,   3.249,   0.000,   0.707,   0.000
1978-05-28,   9.600,   0.000,   3.817,   0.000,   0.802,   0.000
1978-05-29,   8.100,   0.000,   3.673,   0.000,   0.761,   0.000
1978-05-30,   8.900,   1.130,   1.194,   0.000,   1.104,   0.000
1978-05-31,  11.500,   0.678,   1.360,   0.000,   0.763,   0.000
1978-06-01,  13.700,   0.000,   3.045,   0.000,   0.657,   0.000
1978-06-02,  12.800,   6.216,   1.486,   0.000,   1.486,   0.000
1978-06-03,  12.000,   1.221,   2.260,   0.000,   2.260,   0.000
1978-06-04,  11.800,   3.774,   1.370,   0.000,   1.370,   0.000
1978-06-05,  13.500,   0.000,   3.292,   0.000,   3.292,   0.000
1978-06-06,  13.400,   0.000,   3.741,   0.000,   1.726,   0.000
1978-06-07,  12.600,   9.768,   1.300,   0.000,   1.300,   0.000
1978-06-08,  12.300,  19.314,   1.155,   0.000,   1.155,   4.583
1978-06-09,  14.300,   0.000,   1.744,   0.000,   1.744,   0.250
1978-06-10,  14.000,   0.000,   3.194,   0.000,   3.194,   0.050
1978-06-11,  14.000,   0.000,   3.398,   0.000,   3.240,   0.010
1978-06-12,  13.000,   0.000,   3.095,   0.000,   2.730,   0.002
1978-06-13,  12.700,   0.000,   1.989,   0.000,   1.464,   0.000
1978-06-14,  12.100,   0.000,   1.413,   0.000,   0.996,   0.000
1978-06-15,  13.200,   0.000,   2.477,   0.000,   1.687,   0.000
1978-06-16,  12.000,   0.000,   1.591,   0.000,   1.035,   0.000
1978-06-17,  11.900,   0.000,   1.740,   0.000,   1.100,   0.000
1978-06-18,  14.200,   0.000,   4.234,   0.000,   2.574,   0.000
1978-06-19,  14.500,   7.881,   1.634,   0.000,   1.634,   0.000
1978-06-20,  15.700,   7.659,   2.841,   0.000,   2.841,   0.000
1978-06-21,  15.600,   0.111,   3.457,   0.000,   3.457,   0.000
1978-06-22,  14.100,  14.319,   1.917,   0.000,   1.917,   1.989
1978-06-23,  13.800,   0.777,   3.533,   0.000,   3.533,   0.000
1978-06-24,  13.700,   0.555,   4.605,   0.000,   4.510,   0.000
1978-06-25,  14.500,   0.555,   3.738,   0.000,   3.416,   0.000
1978-06-26,  14.100,   0.000,   1.973,   0.000,   1.545,   0.000
1978-06-27,  15.800,   0.444,   2.810,   0.000,   2.238,   0.000
1978-06-28,  16.100,   0.000,   3.357,   0.000,   2.390,   0.000
1978-06-29,  14.100,   0.000,   4.861,   0.000,   3.230,   0.000
1978-06-30,  14.900,  14.763,   3.895,   0.000,   3.895,   0.656
1978-07-01,  16.100,   8.690,   3.665,   0.000,   3.665,   0.000
1978-07-02,  13.300,  12.650,   2.106,   0.000,   2.106,   1.217
1978-07-03,  11.500,   0.220,   3.635,   0.000,   3.635,   0.000
1978-07-04,  11.900,   1.650,   3.767,   0.000,   3.767,   0.000
1978-07-05,  13.300,  25.960,   2.372,   0.000,   2.372,   5.089
1978-07-06,  12.900,   2.310,   3.167,   0.000,   3.167,   1.133
1978-07-07,  13.400,   3.520,   3.716,   0.000,   3.716,   0.227
1978-07-08,  14.300,   4.070,   1.248,   0.000,   1.248,   0.603
1978-07-09,  13.000,   4.400,   2.571,   0.000,   2.571,   1.233
1978-07-10,  13.300,   0.440,   3.329,   0.000,   3.329,   0.247
1978-07-11,  13.900,   0.220,   2.309,   0.000,   2.309,   0.049
1978-07-12,  13.300,   0.000,   3.451,   0.000,   3.451,   0.010
1978-07-13,  12.500,   0.000,   3.755,   0.000,   3.755,   0.002
1978-07-14,  13.900,   0.000,   4.881,   0.000,   4.881,   0.000
1978-07-15,  14.200,   0.000,   5.223,   0.000,   5.223,   0.000
1978-07-16,  13.100,   0.440,   3.396,   0.000,   3.366,   0.000
1978-07-17,  15.600,   0.000,   4.139,   0.000,   3.847,   0.000
1978-07-18,  15.900,   0.000,   3.182,   0.000,   2.689,   0.000
1978-07-19,  15.500,   0.000,   2.115,   0.000,   1.639,   0.000
1978-07-20,  15.700,   0.000,   4.641,   0.000,   3.043,   0.000
1978-07-21,  15.300,   0.000,   4.230,   0.000,   2.393,   0.000
1978-07-22,  15.100,   0.000,   4.766,   0.000,   2.335,   0.000
1978-07-23,  14.900,   0.440,   4.327,   0.000,   2.069,   0.000
1978-07-24,  15.500,   0.000,   2.487,   0.000,   0.943,   0.000
1978-07-25,  17.800,   0.000,   3.025,   0.000,   1.068,   0.000
1978-07-26,  17.600,   0.000,   4.041,   0.000,   1.302,   0.000
1978-07-27,  17.600,   0.000,   4.696,   0.000,   1.343,   0.000
1978-07-28,  19.100,   1.100,   3.513,   0.000,   1.755,   0.000
1978-07-29,  18.600,   0.000,   3.990,   0.000,   0.848,   0.000
1978-07-30,  17.400,   0.220,   2.389,   0.000,   0.658,   0.000
1978-07-31,  18.500,   0.000,   4.203,   0.000,   0.820,   0.000
1978-08-01,  16.500,   0.000,   4.023,   0.000,   0.736,   0.000
1978-08-02,  18.100,   0.000,   4.347,   0.000,   0.754,   0.000
1978-08-03,  20.600,   0.000,   4.537,   0.000,   0.748,   0.000
1978-08-04,  21.100,   0.000,   3.577,   0.000,   0.566,   0.000
1978-08-05,  15.500,   3.960,   2.238,   0.000,   2.238,   0.000
1978-08-06,  13.700,   1.430,   2.721,   0.000,   2.111,   0.000
1978-08-07,  14.700,   0.990,   3.208,   0.000,   1.833,   0.000
1978-08-08,  13.800,   4.510,   1.313,   0.000,   1.313,   0.000
1978-08-09,  15.100,   3.410,   1.466,   0.000,   1.466,   0.000
1978-08-10,  17.000,   7.920,   2.331,   0.000,   2.290,   0.000
1978-08-11,  16.800,   0.110,   1.327,   0.000,   1.145,   0.000
1978-08-12,  17.500,   0.000,   2.596,   0.000,   2.157,   0.000
1978-08-13,  18.500,   0.000,   2.682,   0.000,   1.469,   0.000
1978-08-14,  17.800,   0.000,   2.559,   0.000,   0.938,   0.000
1978-08-15,  17.300,  11.990,   2.288,   0.000,   2.239,   0.000
1978-08-16,  17.400,  11.550,   2.551,   0.000,   2.454,   1.032
1978-08-17,  13.900,   9.680,   1.680,   0.000,   1.680,   0.000
1978-08-18,  13.800,   5.610,   2.202,   0.000,   2.202,   0.000
1978-08-19,  14.000,  16.940,   2.027,   0.000,   2.027,   0.000
1978-08-20,  14.700,   2.090,   1.407,   0.000,   1.407,   0.000
1978-08-21,  16.000,   0.000,   1.618,   0.000,   1.581,   0.000
1978-08-22,  15.200,   0.110,   1.375,   0.000,   1.341,   0.000
1978-08-23,  14.800,   0.000,   3.054,   0.000,   2.953,   0.000
1978-08-24,  14.100,   0.000,   1.549,   0.000,   1.493,   0.000
1978-08-25,  16.500,   0.000,   1.681,   0.000,   1.613,   0.000
1978-08-26,  14.700,   0.000,   2.893,   0.000,   2.765,   0.000
1978-08-27,  13.600,   0.000,   2.082,   0.000,   1.523,   0.000
1978-08-28,  18.000,   0.000,   2.251,   0.000,   1.630,   0.000
1978-08-29,  19.800,   0.000,   2.469,   0.000,   1.762,   0.000
1978-08-30,  19.100,   2.090,   1.541,   0.000,   1.541,   0.000
1978-08-31,  14.700,   1.100,   1.828,   0.000,   1.817,   0.000
1978-09-01,  14.800,   0.333,   1.319,   0.000,   0.970,   0.000
1978-09-02,  12.900,   0.000,   1.307,   0.000,   0.896,   0.000
1978-09-03,  15.200,  19.647,   0.746,   0.000,   0.746,   2.798
1978-09-04,  13.800,  59.163,   0.683,   0.000,   0.683,  29.496
1978-09-05,  12.200,   2.220,   0.560,   0.000,   0.560,  12.805
1978-09-06,  12.600,  10.767,   0.713,   0.000,   0.713,  10.774
1978-09-07,  11.300,   0.333,   1.625,   0.000,   1.598,   3.555
1978-09-08,  12.800,   0.333,   1.472,   0.000,   1.395,   1.040
1978-09-09,  13.200,   0.000,   1.472,   0.000,   1.285,   0.340
1978-09-10,  13.800,   0.000,   1.672,   0.000,   1.457,   0.121
1978-09-11,  14.400,   0.000,   1.588,   0.000,   1.384,   0.045
1978-09-12,  12.400,   0.000,   0.860,   0.000,   0.749,   0.017
1978-09-13,  13.300,   0.000,   1.383,   0.000,   1.205,   0.007
1978-09-14,  12.800,   0.000,   0.972,   0.000,   0.847,   0.003
1978-09-15,  11.700,   0.000,   1.601,   0.000,   1.006,   0.001
1978-09-16,  10.800,   0.000,   1.749,   0.000,   1.099,   0.000
1978-09-17,   9.400,   9.435,   0.568,   0.000,   0.568,   0.630
1978-09-18,  11.300,   4.884,   1.328,   0.000,   1.323,   1.813
1978-09-19,  12.500,  20.535,   0.844,   0.000,   0.844,  12.100
1978-09-20,   9.500,  31.080,   0.678,   0.000,   0.678,  23.801
1978-09-21,   8.500,  36.630,   0.402,   0.000,   0.402,  31.832
1978-09-22,   9.700,   1.110,   1.061,   0.000,   1.061,  12.302
1978-09-23,   9.600,   6.993,   1.203,   0.000,   1.203,   7.710
1978-09-24,  10.400,  14.874,   0.369,   0.000,   0.369,  11.637
1978-09-25,   8.800,   0.333,   0.750,   0.000,   0.750,   4.365
1978-09-26,   6.600,   0.000,   0.522,   0.000,   0.522,   1.317
1978-09-27,   7.000,   2.997,   0.447,   0.000,   0.447,   1.667
1978-09-28,  10.400,   8.658,   0.358,   0.000,   0.358,   5.816
1978-09-29,  12.600,   1.110,   0.442,   0.000,   0.442,   2.733
1978-09-30,  11.800,  21.423,   0.390,   0.000,   0.390,  14.132
1978-10-01,  10.900,   0.456,   0.839,   0.000,   0.839,   5.217
1978-10-02,  10.700,   0.000,   0.512,   0.000,   0.512,   1.786
1978-10-03,  13.300,   4.104,   0.641,   0.000,   0.641,   2.486
1978-10-04,  11.400,   3.876,   0.779,   0.000,   0.779,   2.909
1978-10-05,  11.400,  23.142,   0.254,   0.000,   0.254,  15.164
1978-10-06,  12.700,  13.680,   0.270,   0.000,   0.270,  14.328
1978-10-07,  10.900,   0.912,   0.486,   0.000,   0.486,   5.762
1978-10-08,   9.300,   1.254,   0.732,   0.000,   0.732,   2.401
1978-10-09,  11.400,   4.218,   0.231,   0.000,   0.231,   3.205
1978-10-10,  11.300,   4.446,   0.670,   0.000,   0.670,   3.683
1978-10-11,   9.700,  14.022,   0.228,   0.000,   0.228,   9.879
1978-10-12,  11.800,   0.000,   0.625,   0.000,   0.625,   3.747
1978-10-13,  13.100,   0.000,   1.032,   0.000,   1.032,   1.142
1978-10-14,  12.700,   0.000,   0.655,   0.000,   0.655,   0.371
1978-10-15,  14.700,   0.000,   0.811,   0.000,   0.811,   0.127
1978-10-16,  14.400,   0.000,   0.729,   0.000,   0.729,   0.045
1978-10-17,   8.900,   3.078,   0.681,   0.000,   0.681,   0.017
1978-10-18,   9.900,   0.570,   0.318,   0.000,   0.318,   0.006
1978-10-19,  10.600,   0.456,   0.251,   0.000,   0.251,   0.002
1978-10-20,   7.300,   0.000,   0.256,   0.000,   0.256,   0.001
1978-10-21,   4.100,   0.000,   0.842,   0.000,   0.842,   0.000
1978-10-22,   3.700,   0.000,   0.776,   0.000,   0.776,   0.000
1978-10-23,   5.700,   0.000,   0.871,   0.000,   0.871,   0.000
1978-10-24,   6.400,   0.000,   0.829,   0.000,   0.829,   0.000
1978-10-25,   5.300,   0.000,   0.704,   0.000,   0.704,   0.000
1978-10-26,   6.300,   0.228,   0.509,   0.000,   0.509,   0.000
1978-10-27,   7.600,   1.254,   0.285,   0.000,   0.285,   0.000
1978-10-28,   9.200,  25.992,   0.555,   0.000,   0.555,  13.305
1978-10-29,   8.300,  18.468,   0.167,   0.000,   0.167,  16.656
1978-10-30,   6.300,   9.690,   0.284,   0.000,   0.284,  12.240
1978-10-31,   7.400,   2.736,   0.303,   0.000,   0.303,   5.971
1978-11-01,   7.300,  11.193,   0.328,   0.000,   0.328,   8.854
1978-11-02,   6.600,   6.765,   0.518,   0.000,   0.518,   7.355
1978-11-03,   3.700,   0.369,   0.452,   0.000,   0.452,   2.747
1978-11-04,   3.900,   0.000,   0.401,   0.000,   0.401,   0.977
1978-11-05,   2.500,   0.000,   0.594,   0.000,   0.594,   0.351
1978-11-06,   4.300,   0.000,   0.621,   0.000,   0.621,   0.127
1978-11-07,   3.900,   0.000,   0.340,   0.000,   0.340,   0.046
1978-11-08,   1.900,   0.000,   0.412,   0.000,   0.412,   0.017
1978-11-09,   2.600,   0.369,   0.514,   0.000,   0.514,   0.006
1978-11-10,   1.800,   1.353,   0.074,   0.000,   0.074,   0.002
1978-11-11,   4.300,   0.000,   0.111,   0.000,   0.111,   0.001
1978-11-12,   5.300,   0.246,   0.085,   0.000,   0.085,   0.000
1978-11-13,   7.500,   9.348,   0.120,   0.000,   0.120,   4.897
1978-11-14,   9.400,   4.182,   0.078,   0.000,   0.078,   4.477
1978-11-15,   8.600,   2.706,   0.125,   0.000,   0.125,   3.314
1978-11-16,  10.000,   9.102,   0.124,   0.000,   0.124,   6.782
1978-11-17,   7.600,   4.551,   0.283,   0.000,   0.283,   5.315
1978-11-18,   5.000,   2.829,   0.129,   0.000,   0.129,   3.657
1978-11-19,   4.000,   6.642,   0.247,   0.000,   0.247,   5.336
1978-11-20,   1.800,   0.615,   0.154,   0.000,   0.154,   2.347
1978-11-21,   1.500,   0.000,   0.213,   0.000,   0.213,   0.832
1978-11-22,  -0.400,   0.000,   0.386,   0.000,   0.386,   0.297
1978-11-23,  -1.100,   4.428,   0.218,   0.000,   0.218,   0.107
