Time,WatLvl
2015-02-23,30.71453966739766
2015-02-24,30.72
2015-02-25,30.705099375
2015-02-26,30.68144125
2015-02-27,30.689247395833334
2015-02-28,30.68492090277778
2015-03-01,30.701247638888887
2015-03-02,30.73454420138889
2015-03-03,30.7236528125
2015-03-04,30.711249618055554
2015-03-05,30.730063854166666
2015-03-06,30.706385659722223
2015-03-07,30.693504722222222
2015-03-08,30.67925263888889
2015-03-09,30.666747256944443
2015-03-10,30.663010833333335
2015-03-11,30.65355701388889
2015-03-12,30.642058402777778
2015-03-13,30.63307361111111
2015-03-14,30.62287486111111
2015-03-15,30.614999479166666
2015-03-16,30.60912059027778
2015-03-17,30.60528253472222
2015-03-18,30.599298333333333
2015-03-19,30.59218753472222
2015-03-20,30.587883993055556
2015-03-21,30.597637916666667
2015-03-22,30.594883055555556
2015-03-23,30.591485729166667
2015-03-24,30.587340138888887
2015-03-25,30.583803958333334
2015-03-26,30.706833993055554
2015-03-27,30.712336805555555
2015-03-28,30.6744728125
2015-03-29,30.730987604166668
2015-03-30,30.721132430555556
2015-03-31,30.708873125
2015-04-01,30.789023541666666
2015-04-02,30.745630625
2015-04-03,30.703385208333334
2015-04-04,30.67550517361111
2015-04-05,30.6557440625
2015-04-06,30.64103763888889
2015-04-07,30.627012673611112
2015-04-08,30.61745246527778
2015-04-09,30.608063506944443
2015-04-10,30.59937017361111
2015-04-11,30.5975528125
2015-04-12,30.5976684375
2015-04-13,30.61400013888889
2015-04-14,30.60682111111111
2015-04-15,30.610183506944445
2015-04-16,30.600903194444445
2015-04-17,30.587835590277777
2015-04-18,30.578564027777777
2015-04-19,30.569730069444443
2015-04-20,30.56086833333333
2015-04-21,30.55628048611111
2015-04-22,30.547402395833334
2015-04-23,30.541871215277776
2015-04-24,30.539082604166666
2015-04-25,30.54021986111111
2015-04-26,30.540281875
2015-04-27,30.532994166666665
2015-04-28,30.526324340277778
2015-04-29,30.522189479166666
2015-04-30,30.52396767361111
2015-05-01,30.528811527777776
2015-05-02,30.53244951388889
2015-05-03,30.52272420138889
2015-05-04,30.545528958333332
2015-05-05,30.556981458333333
2015-05-06,30.582858229166668
2015-05-07,30.572774965277777
2015-05-08,30.556068819444445
2015-05-09,30.540998819444443
2015-05-10,30.541562569444444
2015-05-11,30.533345416666666
2015-05-12,30.52170596785159
2015-05-13,30.520573541666668
2015-05-14,30.519992291666668
2015-05-15,30.51179246527778
2015-05-16,30.50485972222222
2015-05-17,30.50527670138889
2015-05-18,30.50136079861111
2015-05-19,30.536626526300235
2015-05-20,30.531696354166666
2015-05-21,30.523078958333333
2015-05-22,30.507637743055554
2015-05-23,30.503835902777777
2015-05-24,30.498140347222222
2015-05-25,30.49636420138889
2015-05-26,30.491115243055557
2015-05-27,30.483424513888888
2015-05-28,30.47928670138889
2015-05-29,30.477358159722222
2015-05-30,30.52671201388889
2015-05-31,30.55645121527778
2015-06-01,30.602971805555555
2015-06-02,30.617852083333332
2015-06-03,30.736355243055556
2015-06-04,30.694806284722223
2015-06-05,30.638232118055555
2015-06-06,30.610108020833334
2015-06-07,30.583313611111112
2015-06-08,30.561062916666668
2015-06-09,30.546788645833335
2015-06-10,30.53475628472222
2015-06-11,30.52521440972222
2015-06-12,30.514563194444445
2015-06-13,30.5099165625
2015-06-14,30.518648020833332
2015-06-15,30.506983055555555
2015-06-16,30.497482847222223
2015-06-17,30.49636295138889
2015-06-18,30.539787291666666
2015-06-19,30.52038347222222
2015-06-20,30.50211402777778
2015-06-21,30.492535034722223
2015-06-22,30.505654895833334
2015-06-23,30.518764201388887
2015-06-24,30.49808454861111
2015-06-25,30.48660503472222
2015-06-26,30.476959756944446
2015-06-27,30.47396270833333
2015-06-28,30.469470972222222
2015-06-29,30.467061631944443
2015-06-30,30.463413159722222
2015-07-01,30.462558993055556
2015-07-02,30.46360204861111
2015-07-03,30.459309375
2015-07-04,30.454622569444442
2015-07-05,30.453912708333334
2015-07-06,30.461495729166668
2015-07-07,30.454372604166668
2015-07-08,30.461179479166667
2015-07-09,30.46546690972222
2015-07-10,30.458634444444446
2015-07-11,30.456349618055555
2015-07-12,30.453059479166665
2015-07-13,30.4530065625
2015-07-14,30.447748854166665
2015-07-15,30.443207708333333
2015-07-16,30.438368194444443
