      date,          T,          P,         Ep,          I,         Ea,       Dsum, S10_WatLvl
1977-01-01,   5.800000,   0.000000,   0.060600,   0.000000,   0.060600,   0.000000,  30.105704
1977-01-02,   4.500000,   0.000000,   0.050400,   0.000000,   0.050400,   0.000000,  30.105704
1977-01-03,   4.000000,   0.141000,   0.034800,   0.000000,   0.034800,   0.000000,  30.105704
1977-01-04,   4.800000,   1.551000,   0.030000,   0.000000,   0.030000,   0.909720,  30.105704
1977-01-05,   4.100000,   3.102000,   0.065400,   0.000000,   0.065400,   2.185848,  30.105704
1977-01-06,   0.700000,   0.987000,   0.069600,   0.000000,   0.069600,   1.424779,  30.105704
1977-01-07,   4.100000,   2.961000,   0.122400,   0.000000,   0.122400,   2.273072,  30.105704
1977-01-08,   6.800000,   0.846000,   0.054000,   0.000000,   0.054000,   1.384429,  30.105704
1977-01-09,   6.800000,   1.692000,   0.031200,   0.000000,   0.031200,   1.550251,  30.105704
1977-01-10,   3.900000,   1.692000,   0.099000,   0.000000,   0.099000,   1.575901,  30.105704
1977-01-11,   3.600000,   0.282000,   0.142800,   0.000000,   0.142800,   0.713880,  30.105704
1977-01-12,   5.200000,   9.588000,   0.030600,   0.000000,   0.030600,   6.019992,  30.105704
1977-01-13,   5.000000,   2.115000,   0.235200,   0.000000,   0.235200,   3.535877,  30.105704
1977-01-14,   6.000000,  10.152000,   0.070800,   0.000000,   0.070800,   7.463071,  30.105704
1977-01-15,   7.400000,   4.653000,   0.067800,   0.000000,   0.067800,   5.736348,  30.105704
1977-01-16,   7.300000,   0.987000,   0.085200,   0.000000,   0.085200,   2.835619,  30.105704
1977-01-17,   5.900000,   0.141000,   0.250800,   0.000000,   0.250800,   1.134248,  30.105704
1977-01-18,   6.000000,   0.000000,   0.084600,   0.000000,   0.084600,   0.453699,  30.105704
1977-01-19,   6.300000,   0.000000,   0.108600,   0.000000,   0.108600,   0.181480,  30.105704
1977-01-20,   5.600000,   3.102000,   0.181800,   0.000000,   0.181800,   1.642912,  30.105704
1977-01-21,   3.700000,   1.692000,   0.033000,   0.000000,   0.033000,   1.652565,  30.105704
1977-01-22,   3.500000,   0.423000,   0.244800,   0.000000,   0.244800,   0.767946,  30.105704
1977-01-23,   4.100000,   0.564000,   0.085800,   0.000000,   0.085800,   0.594098,  30.105704
1977-01-24,   6.500000,   0.000000,   0.058800,   0.000000,   0.058800,   0.237639,  30.105704
1977-01-25,   2.200000,   0.000000,   0.074400,   0.000000,   0.074400,   0.095056,  30.105704
1977-01-26,   2.400000,   0.000000,   0.099000,   0.000000,   0.099000,   0.038022,  30.105704
1977-01-27,   5.500000,   0.000000,   0.277200,   0.000000,   0.277200,   0.015209,  30.105704
1977-01-28,   6.300000,   7.614000,   0.053400,   0.000000,   0.053400,   4.236804,  30.105704
1977-01-29,   4.200000,   0.141000,   0.322800,   0.000000,   0.322800,   1.694721,  30.105704
1977-01-30,   7.000000,   0.000000,   0.226200,   0.000000,   0.226200,   0.677889,  30.105704
1977-01-31,   7.200000,   0.000000,   0.308400,   0.000000,   0.308400,   0.271155,  30.105704
1977-02-01,   5.200000,   0.000000,   0.073800,   0.000000,   0.073800,   0.108462,  30.105704
1977-02-02,   5.200000,   3.408000,   0.144000,   0.000000,   0.144000,   1.527665,  30.105704
1977-02-03,   6.200000,   2.698000,   0.058800,   0.000000,   0.058800,   2.194586,  30.105704
1977-02-04,   6.800000,  15.478000,   0.058800,   0.000000,   0.058800,  10.129354,  30.105704
1977-02-05,   5.700000,   1.562000,   0.321600,   0.000000,   0.321600,   4.795982,  30.105704
1977-02-06,   7.800000,   0.000000,   0.369600,   0.000000,   0.369600,   1.918393,  30.105704
1977-02-07,   8.200000,   0.994000,   0.240000,   0.000000,   0.240000,   0.997997,  30.105704
1977-02-08,   6.800000,   1.988000,   0.089400,   0.000000,   0.089400,   1.538359,  30.105704
1977-02-09,   4.900000,   0.000000,   0.147600,   0.000000,   0.147600,   0.615344,  30.105704
1977-02-10,   3.600000,   0.000000,   0.067800,   0.000000,   0.067800,   0.246137,  30.105704
1977-02-11,   4.400000,   5.680000,   0.294000,   0.000000,   0.294000,   3.200815,  30.105704
1977-02-12,   5.400000,   2.982000,   0.341400,   0.000000,   0.341400,   2.864686,  30.105704
1977-02-13,   4.200000,   8.236000,   0.360600,   0.000000,   0.360600,   5.871114,  30.105704
1977-02-14,   4.800000,   1.136000,   0.504000,   0.000000,   0.504000,   2.727646,  30.105704
1977-02-15,   5.200000,   7.526000,   0.084000,   0.000000,   0.084000,   5.556258,  30.105704
1977-02-16,   1.500000,   4.402000,   0.375600,   0.000000,   0.375600,   4.638343,  30.105704
1977-02-17,   0.400000,   0.284000,   0.424800,   0.000000,   0.424800,   1.855337,  30.105704
1977-02-18,   2.800000,  14.768000,   0.079800,   0.000000,   0.079800,   9.470575,  30.105704
1977-02-19,   6.900000,   2.556000,   0.465600,   0.000000,   0.465600,   5.042470,  30.105704
1977-02-20,   4.600000,   5.822000,   0.291000,   0.000000,   0.291000,   5.335588,  30.105704
1977-02-21,   3.500000,   1.846000,   0.490800,   0.000000,   0.490800,   2.947355,  30.105704
1977-02-22,   3.100000,  13.064000,   0.411600,   0.000000,   0.411600,   8.770382,  30.105704
1977-02-23,   3.800000,  11.928000,   0.381600,   0.000000,   0.381600,  10.435993,  30.105704
1977-02-24,   2.700000,   8.378000,   0.477600,   0.000000,   0.477600,   8.914637,  30.105704
1977-02-25,   4.000000,   5.822000,   0.243600,   0.000000,   0.243600,   6.912895,  30.105704
1977-02-26,   3.900000,   9.372000,   0.366000,   0.000000,   0.366000,   8.168758,  30.105704
1977-02-27,   3.200000,   2.272000,   0.175800,   0.000000,   0.175800,   4.525223,  30.105704
1977-02-28,   3.900000,   1.136000,   0.465000,   0.000000,   0.465000,   2.212689,  30.105704
1977-03-01,   2.900000,   6.345000,   0.151200,   0.000000,   0.151200,   4.601356,  30.105704
1977-03-02,   4.000000,   0.135000,   0.339000,   0.000000,   0.339000,   1.840542,  30.105704
1977-03-03,   3.100000,   0.135000,   0.486600,   0.000000,   0.486600,   0.736217,  30.105704
1977-03-04,   3.900000,   1.485000,   0.220800,   0.000000,   0.220800,   0.719647,  30.105704
1977-03-05,   6.200000,   0.270000,   0.274200,   0.000000,   0.274200,   0.287859,  30.105704
1977-03-06,   9.300000,   0.000000,   0.626400,   0.000000,   0.626400,   0.115143,  30.105704
1977-03-07,   7.700000,  10.665000,   0.381600,   0.000000,   0.381600,   5.837737,  30.105704
1977-03-08,   5.500000,   4.320000,   0.130800,   0.000000,   0.130800,   4.848615,  30.105704
1977-03-09,   4.400000,  12.555000,   0.199200,   0.000000,   0.199200,   9.352926,  30.105704
1977-03-10,   7.100000,   7.155000,   0.178200,   0.000000,   0.178200,   7.927250,  30.105704
1977-03-11,   6.700000,   0.000000,   0.787200,   0.000000,   0.787200,   3.170900,  30.105704
1977-03-12,   4.600000,  11.070000,   0.646200,   0.000000,   0.646200,   7.050320,  30.105704
1977-03-13,   5.900000,   3.915000,   0.248400,   0.000000,   0.248400,   5.020088,  30.105704
1977-03-14,   4.800000,  11.475000,   0.688800,   0.000000,   0.688800,   8.479755,  30.105704
1977-03-15,   3.900000,   7.290000,   0.181200,   0.000000,   0.181200,   7.657182,  30.105704
1977-03-16,   4.100000,   0.675000,   0.742200,   0.000000,   0.742200,   3.062873,  30.105704
1977-03-17,   2.500000,   0.000000,   0.924600,   0.000000,   0.924600,   1.225149,  30.105704
1977-03-18,   3.200000,   4.455000,   0.736200,   0.000000,   0.736200,   2.126260,  30.105704
1977-03-19,   6.200000,   5.535000,   0.268200,   0.000000,   0.268200,   4.010584,  30.105704
1977-03-20,   6.200000,  13.635000,   0.219000,   0.000000,   0.219000,   9.653834,  30.105704
1977-03-21,   2.300000,   6.615000,   0.359400,   0.000000,   0.359400,   7.614893,  30.105704
1977-03-22,   4.700000,  16.335000,   0.271800,   0.000000,   0.271800,  12.683877,  30.105704
1977-03-23,   4.100000,  10.665000,   0.634800,   0.000000,   0.634800,  11.091671,  30.105704
1977-03-24,   5.800000,   6.480000,   0.685200,   0.000000,   0.685200,   7.913548,  30.105704
1977-03-25,   6.000000,   0.405000,   1.068600,   0.000000,   1.068600,   3.165419,  30.105704
1977-03-26,   5.600000,   0.135000,   0.545400,   0.000000,   0.545400,   1.266168,  30.105704
1977-03-27,   9.000000,   0.000000,   1.135200,   0.000000,   1.135200,   0.506467,  30.105704
1977-03-28,   9.900000,   4.860000,   1.116000,   0.000000,   1.116000,   1.123467,  30.105704
1977-03-29,   6.000000,   0.675000,   0.875400,   0.000000,   0.875400,   0.449387,  30.105704
1977-03-30,   6.800000,   1.080000,   0.395400,   0.000000,   0.395400,   0.470275,  30.105704
1977-03-31,   7.600000,   0.000000,   0.835200,   0.000000,   0.835200,   0.188110,  30.105704
1977-04-01,   4.200000,   0.000000,   1.399200,   0.000000,   1.399200,   0.075244,  30.105704
1977-04-02,  -0.100000,   0.000000,   0.957000,   0.000000,   0.957000,   0.030098,  30.105704
1977-04-03,  -0.200000,   0.124000,   1.003800,   0.000000,   1.003800,   0.012039,  30.105704
1977-04-04,   0.800000,   0.000000,   0.906600,   0.000000,   0.906600,   0.004816,  30.105704
1977-04-05,   3.600000,   0.372000,   1.144200,   0.000000,   1.144200,   0.001926,  30.105704
1977-04-06,   3.900000,   1.116000,   0.252600,   0.000000,   0.252600,   0.000770,  30.105704
1977-04-07,   5.300000,   4.836000,   0.357600,   0.000000,   0.357600,   0.000308,  30.105704
1977-04-08,   6.300000,   0.248000,   0.693600,   0.000000,   0.693600,   0.000123,  30.105704
1977-04-09,   6.200000,   0.000000,   0.994200,   0.000000,   0.994200,   0.000049,  30.105704
1977-04-10,   6.400000,   7.440000,   0.381600,   0.000000,   0.381600,   3.126260,  30.105704
1977-04-11,   9.200000,   1.736000,   1.049400,   0.000000,   1.049400,   1.662464,  30.105704
1977-04-12,  10.800000,  18.352000,   0.499800,   0.000000,   0.499800,  11.376306,  30.105704
1977-04-13,  12.100000,   0.124000,   1.140000,   0.000000,   1.140000,   4.550522,  30.105704
1977-04-14,  13.400000,   0.000000,   1.707000,   0.000000,   1.707000,   1.820209,  30.105704
1977-04-15,   9.300000,   1.612000,   0.810600,   0.000000,   0.810600,   0.728084,  30.105704
1977-04-16,   8.100000,   0.124000,   0.658200,   0.000000,   0.658200,   0.291233,  30.105704
1977-04-17,   5.300000,   0.000000,   1.365000,   0.000000,   1.365000,   0.116493,  30.105704
1977-04-18,   4.700000,   3.720000,   0.901200,   0.000000,   0.901200,   0.046597,  30.105704
1977-04-19,   4.400000,   1.364000,   1.067400,   0.000000,   1.067400,   0.018639,  30.105704
1977-04-20,   5.800000,   2.232000,   0.700200,   0.000000,   0.700200,   0.503296,  30.105704
1977-04-21,   5.400000,   0.124000,   1.119600,   0.000000,   1.119600,   0.201318,  30.105704
1977-04-22,   5.100000,   0.124000,   1.481400,   0.000000,   1.481400,   0.080527,  30.105704
1977-04-23,   3.700000,   0.496000,   1.339800,   0.000000,   1.339800,   0.032211,  30.105704
1977-04-24,   4.000000,   4.836000,   1.149000,   0.000000,   1.149000,   0.307004,  30.105704
1977-04-25,   4.900000,   1.488000,   0.424200,   0.000000,   0.424200,   0.761082,  30.105704
1977-04-26,   5.200000,   0.000000,   0.960600,   0.000000,   0.960600,   0.304433,  30.105704
1977-04-27,   5.900000,   0.000000,   1.558200,   0.000000,   1.558200,   0.121773,  30.105704
1977-04-28,   5.800000,   0.000000,   1.831800,   0.000000,   1.831800,   0.048709,  30.105704
1977-04-29,   5.600000,   0.000000,   1.668600,   0.000000,   1.668600,   0.019484,  30.105704
1977-04-30,   6.400000,   0.000000,   1.673400,   0.000000,   1.673400,   0.007793,  30.105704
1977-05-01,   8.100000,   0.339000,   0.948600,   0.000000,   0.948600,   0.003117,  30.105704
1977-05-02,  10.100000,   0.000000,   1.209000,   0.000000,   1.209000,   0.001247,  30.105704
1977-05-03,  10.800000,   0.000000,   1.860359,   0.000000,   0.277781,   0.000504,  30.105704
1977-05-04,  10.400000,   0.226000,   2.003860,   0.000000,   0.308673,   0.000200,  30.105704
1977-05-05,   8.500000,   0.113000,   2.084185,   0.000000,   0.323662,   0.000000,  30.105704
1977-05-06,   8.400000,   0.000000,   2.261616,   0.000000,   0.329907,   0.000000,  30.105704
1977-05-07,   8.300000,   0.226000,   1.275522,   0.000000,   0.218719,   0.000000,  30.105704
1977-05-08,   9.700000,   2.599000,   1.618191,   0.000000,   1.618191,   0.000000,  30.105704
1977-05-09,   9.000000,   0.791000,   1.014013,   0.000000,   1.014013,   0.000000,  30.105704
1977-05-10,   7.600000,   0.113000,   1.860575,   0.000000,   0.368653,   0.000000,  30.105704
1977-05-11,   9.000000,   1.582000,   1.546225,   0.000000,   1.546225,   0.000000,  30.105704
1977-05-12,   8.600000,   5.876000,   0.842174,   0.000000,   0.842174,   0.000000,  30.105704
1977-05-13,   7.200000,   5.198000,   1.461368,   0.000000,   1.461368,   0.000000,  30.105704
1977-05-14,   9.600000,   0.000000,   2.223374,   0.000000,   2.223374,   0.000000,  30.105704
1977-05-15,  11.800000,   0.000000,   2.356291,   0.000000,   2.356291,   0.000000,  30.105704
1977-05-16,  12.100000,   0.000000,   2.226348,   0.000000,   2.226348,   0.000000,  30.105704
1977-05-17,  10.200000,   0.000000,   2.680578,   0.000000,   2.680578,   0.000000,  30.105704
1977-05-18,  12.100000,   0.000000,   2.740146,   0.000000,   0.725470,   0.000000,  30.105704
1977-05-19,  13.000000,   0.226000,   1.836927,   0.000000,   0.508316,   0.000000,  30.105704
1977-05-20,  13.300000,   0.000000,   2.845644,   0.000000,   0.823298,   0.000000,  30.105704
1977-05-21,  14.600000,   0.000000,   3.107671,   0.000000,   0.943375,   0.000000,  30.105704
1977-05-22,  13.300000,   0.000000,   3.174554,   0.000000,   1.006069,   0.000000,  30.105704
1977-05-23,  14.700000,   0.000000,   3.238119,   0.000000,   1.075351,   0.000000,  30.105704
1977-05-24,  17.100000,   0.000000,   3.394107,   0.000000,   1.188907,   0.000000,  30.105704
1977-05-25,  17.800000,   0.000000,   3.332857,   0.000000,   1.232599,   0.000000,  30.105704
1977-05-26,  11.700000,   0.000000,   2.877209,   0.000000,   1.102000,   0.000000,  30.105704
1977-05-27,  11.700000,   0.000000,   3.164226,   0.000000,   1.254431,   0.000000,  30.105704
1977-05-28,  10.700000,   0.000000,   2.887676,   0.000000,   1.180889,   0.000000,  30.105704
1977-05-29,   9.800000,   0.226000,   1.630432,   0.000000,   0.685702,   0.000000,  30.105704
1977-05-30,   7.400000,  27.572000,   0.704404,   0.000000,   0.704404,   3.109669,  30.105704
1977-05-31,   8.200000,   2.260000,   1.576843,   0.000000,   1.576843,   1.775026,  30.105704
1977-06-01,   8.500000,   0.111000,   1.833371,   0.000000,   1.833371,   0.393533,  30.105704
1977-06-02,   8.300000,   0.111000,   2.534746,   0.000000,   2.534746,   0.084864,  30.105704
1977-06-03,   9.400000,   0.000000,   2.989892,   0.000000,   2.989892,   0.017786,  30.105704
1977-06-04,  11.300000,   0.444000,   2.057939,   0.000000,   2.057939,   0.003620,  30.105704
1977-06-05,  10.200000,  10.545000,   0.905503,   0.000000,   0.905503,   0.723009,  30.105704
1977-06-06,  10.300000,   0.000000,   2.185466,   0.000000,   2.185466,   0.144602,  30.105704
1977-06-07,   9.700000,   0.777000,   3.271944,   0.000000,   3.271944,   0.028920,  30.105704
1977-06-08,   9.500000,   1.221000,   2.090096,   0.000000,   2.090096,   0.005784,  30.105704
1977-06-09,  10.300000,   0.333000,   2.288085,   0.000000,   2.288085,   0.001157,  30.105704
1977-06-10,  11.800000,   0.333000,   3.216695,   0.000000,   3.216695,   0.000231,  30.105704
1977-06-11,  14.600000,   0.000000,   2.879393,   0.000000,   2.879393,   0.000046,  30.105704
1977-06-12,  16.600000,   0.000000,   3.653431,   0.000000,   3.653431,   0.000009,  30.105704
1977-06-13,  17.800000,   0.000000,   3.972602,   0.000000,   2.512613,   0.000002,  30.105704
1977-06-14,  17.900000,   0.000000,   3.932444,   0.000000,   2.581268,   0.000000,  30.105704
1977-06-15,  15.700000,   0.000000,   4.196355,   0.000000,   2.841950,   0.000000,  30.105704
1977-06-16,  15.000000,   0.000000,   4.299291,   0.000000,   2.996457,   0.000000,  30.105704
1977-06-17,  15.700000,   0.000000,   4.246350,   0.000000,   3.046089,   0.000000,  30.105704
1977-06-18,  19.100000,   0.000000,   4.935322,   0.000000,   3.565319,   0.000000,  30.105704
1977-06-19,  18.800000,   0.000000,   5.073140,   0.000000,   3.344888,   0.000000,  30.105704
1977-06-20,  17.700000,   0.000000,   4.832726,   0.000000,   2.871582,   0.000000,  30.105704
1977-06-21,  18.300000,   0.000000,   4.333344,   0.000000,   2.322068,   0.000000,  30.105704
1977-06-22,  17.300000,   0.000000,   4.381712,   0.000000,   2.128902,   0.000000,  30.105704
1977-06-23,  14.800000,   0.000000,   4.255723,   0.000000,   1.856693,   0.000000,  30.105704
1977-06-24,  13.600000,   0.000000,   3.232125,   0.000000,   1.265645,   0.000000,  30.105704
1977-06-25,  15.200000,   0.000000,   4.891335,   0.000000,   1.760875,   0.000000,  30.105704
1977-06-26,  17.900000,   0.555000,   5.717017,   0.000000,   2.160716,   0.000000,  30.105704
1977-06-27,  16.900000,   9.435000,   3.753600,   0.000000,   3.753600,   0.000000,  30.105704
1977-06-28,  13.700000,   8.547000,   3.751300,   0.000000,   3.751300,   0.000000,  30.105704
1977-06-29,  12.800000,   1.443000,   3.330400,   0.000000,   3.330400,   0.000000,  30.105704
1977-06-30,  11.500000,   0.444000,   4.757550,   0.000000,   4.757550,   0.000000,  30.105704
1977-07-01,  11.900000,  11.990000,   1.910150,   0.000000,   1.910150,   0.265668,  30.105704
1977-07-02,  14.600000,   0.000000,   3.248750,   0.000000,   3.248750,   0.000000,  30.105704
1977-07-03,  16.300000,   0.000000,   5.898350,   0.000000,   3.964698,   0.000000,  30.105704
1977-07-04,  17.200000,   0.000000,   6.192750,   0.000000,   3.437862,   0.000000,  30.105704
1977-07-05,  16.800000,   0.000000,   5.988050,   0.000000,   2.726442,   0.000000,  30.105704
1977-07-06,  18.000000,   0.000000,   5.201450,   0.000000,   1.968120,   0.000000,  30.105704
1977-07-07,  21.800000,   0.440000,   6.141000,   0.000000,   2.291652,   0.000000,  30.105704
1977-07-08,  21.100000,   0.000000,   4.963400,   0.000000,   1.327699,   0.000000,  30.105704
1977-07-09,  17.100000,   0.000000,   4.417150,   0.000000,   1.018672,   0.000000,  30.105704
1977-07-10,  15.100000,   0.000000,   1.919350,   0.000000,   0.402616,   0.000000,  30.105704
1977-07-11,  14.700000,   1.540000,   2.970450,   0.000000,   1.990989,   0.000000,  30.105704
1977-07-12,  14.200000,   1.540000,   2.071150,   0.000000,   1.813169,   0.000000,  30.105704
1977-07-13,  13.600000,  14.410000,   3.052100,   0.000000,   3.052100,   0.000000,  30.105704
1977-07-14,  13.400000,   0.550000,   4.041100,   0.000000,   4.041100,   0.000000,  30.105704
1977-07-15,  12.700000,   2.750000,   1.833100,   0.000000,   1.833100,   0.000000,  30.105704
1977-07-16,  11.900000,   0.000000,   3.773150,   0.000000,   3.773150,   0.000000,  30.105704
1977-07-17,  12.600000,   0.770000,   2.658800,   0.000000,   1.448772,   0.000000,  30.105704
1977-07-18,  13.200000,   0.000000,   5.062300,   0.000000,   1.479507,   0.000000,  30.105704
1977-07-19,  12.300000,   0.000000,   3.398250,   0.000000,   0.866359,   0.000000,  30.105704
1977-07-20,  13.900000,   0.000000,   3.535100,   0.000000,   0.809928,   0.000000,  30.105704
1977-07-21,  13.500000,   0.000000,   2.946300,   0.000000,   0.611439,   0.000000,  30.105704
1977-07-22,  16.400000,   0.000000,   4.130800,   0.000000,   0.765848,   0.000000,  30.105704
1977-07-23,  19.500000,   0.000000,   3.659300,   0.000000,   0.602636,   0.000000,  30.105704
1977-07-24,  19.600000,   0.000000,   3.492550,   0.000000,   0.515694,   0.000000,  30.105704
1977-07-25,  20.500000,   0.000000,   5.884550,   0.000000,   0.729699,   0.000000,  30.105704
1977-07-26,  19.800000,   0.000000,   4.548250,   0.000000,   0.556962,   0.000000,  30.105704
1977-07-27,  16.500000,   0.000000,   3.577650,   0.000000,   0.438106,   0.000000,  30.105704
1977-07-28,  15.200000,   0.000000,   3.144100,   0.000000,   0.385015,   0.000000,  30.105704
1977-07-29,  16.500000,   1.540000,   1.687050,   0.000000,   1.687050,   0.000000,  30.105704
1977-07-30,  15.800000,  13.640000,   2.204550,   0.000000,   2.204550,   0.000000,  30.105704
1977-07-31,  13.600000,   1.650000,   3.428150,   0.000000,   3.428150,   0.000000,  30.105704
1977-08-01,  11.700000,   8.030000,   1.912450,   0.000000,   1.912450,   0.000000,  30.105704
1977-08-02,  13.300000,   0.000000,   2.988850,   0.000000,   2.988850,   0.000000,  30.105704
1977-08-03,  13.400000,   0.330000,   2.816350,   0.000000,   2.816350,   0.000000,  30.105704
1977-08-04,  12.700000,   1.320000,   2.544950,   0.000000,   2.544950,   0.000000,  30.105704
1977-08-05,  12.500000,   0.550000,   2.526550,   0.000000,   1.349806,   0.000000,  30.105704
1977-08-06,  13.300000,   0.000000,   4.068700,   0.000000,   1.430866,   0.000000,  30.105704
1977-08-07,  15.300000,   0.000000,   3.177450,   0.000000,   0.994587,   0.000000,  30.105704
1977-08-08,  14.900000,   0.000000,   2.367850,   0.000000,   0.679149,   0.000000,  30.105704
1977-08-09,  14.800000,   5.060000,   1.173000,   0.000000,   1.173000,   0.000000,  30.105704
1977-08-10,  16.800000,   0.220000,   1.953850,   0.000000,   1.953850,   0.000000,  30.105704
1977-08-11,  15.000000,   7.260000,   1.421400,   0.000000,   1.421400,   0.000000,  30.105704
1977-08-12,  14.900000,   0.000000,   2.833708,   0.000000,   2.833378,   0.000000,  30.105704
1977-08-13,  15.200000,   1.650000,   3.328280,   0.000000,   3.328280,   0.000000,  30.105704
1977-08-14,  15.900000,   3.850000,   2.778148,   0.000000,   2.778148,   0.000000,  30.105704
1977-08-15,  17.800000,   0.880000,   2.298453,   0.000000,   1.558448,   0.000000,  30.105704
1977-08-16,  17.800000,   2.970000,   2.127356,   0.000000,   2.127356,   0.000000,  30.105704
1977-08-17,  16.800000,   0.110000,   3.498651,   0.000000,   1.560215,   0.000000,  30.105704
1977-08-18,  14.200000,   0.110000,   2.555779,   0.000000,   1.064572,   0.000000,  30.105704
1977-08-19,  15.700000,   0.000000,   3.445859,   0.000000,   1.236086,   0.000000,  30.105704
1977-08-20,  18.500000,   0.000000,   2.532458,   0.000000,   0.851010,   0.000000,  30.105704
1977-08-21,  16.300000,   0.000000,   2.996980,   0.000000,   0.951661,   0.000000,  30.105704
1977-08-22,  15.300000,   0.000000,   2.508468,   0.000000,   0.757465,   0.000000,  30.105704
1977-08-23,  13.800000,   4.070000,   1.978713,   0.000000,   1.978713,   0.000000,  30.105704
1977-08-24,  14.600000,   0.990000,   2.420910,   0.000000,   2.420910,   0.000000,  30.105704
1977-08-25,  12.400000,   0.000000,   2.643942,   0.000000,   0.860244,   0.000000,  30.105704
1977-08-26,  12.100000,   0.000000,   1.813874,   0.000000,   0.558918,   0.000000,  30.105704
1977-08-27,  10.900000,   3.630000,   1.484899,   0.000000,   1.484899,   0.000000,  30.105704
1977-08-28,  12.400000,   0.000000,   2.470490,   0.000000,   0.966284,   0.000000,  30.105704
1977-08-29,  11.500000,   0.000000,   2.410734,   0.000000,   0.814938,   0.000000,  30.105704
1977-08-30,  13.500000,   1.760000,   1.208785,   0.000000,   1.208785,   0.000000,  30.105704
1977-08-31,  13.700000,   7.480000,   0.497878,   0.000000,   0.497878,   0.000000,  30.105704
1977-09-01,  12.500000,  10.545000,   2.114477,   0.000000,   2.114477,   0.845597,  30.105704
1977-09-02,  12.400000,   0.111000,   1.671989,   0.000000,   1.488527,   0.000000,  30.105704
1977-09-03,  12.100000,   0.000000,   2.082407,   0.000000,   1.775028,   0.000000,  30.105704
1977-09-04,  10.900000,   0.444000,   1.558509,   0.000000,   1.468261,   0.000000,  30.105704
1977-09-05,  12.100000,   0.000000,   1.549245,   0.000000,   1.282610,   0.000000,  30.105704
1977-09-06,  15.000000,   0.000000,   1.750641,   0.000000,   1.418426,   0.000000,  30.105704
1977-09-07,  13.800000,   0.000000,   1.268864,   0.000000,   1.005841,   0.000000,  30.105704
1977-09-08,  13.800000,   5.217000,   0.378638,   0.000000,   0.378638,   0.000000,  30.105704
1977-09-09,  13.800000,   0.666000,   0.695146,   0.000000,   0.695146,   0.000000,  30.105704
1977-09-10,  13.000000,   0.000000,   0.667929,   0.000000,   0.667929,   0.000000,  30.105704
1977-09-11,  11.700000,   0.000000,   1.867433,   0.000000,   1.342143,   0.000000,  30.105704
1977-09-12,  12.200000,   0.000000,   1.665485,   0.000000,   1.152447,   0.000000,  30.105704
1977-09-13,  13.600000,   3.441000,   1.535076,   0.000000,   1.470360,   0.000000,  30.105704
1977-09-14,  13.400000,   4.218000,   0.980087,   0.000000,   0.980087,   0.000000,  30.105704
1977-09-15,  10.800000,   5.439000,   0.915291,   0.000000,   0.915291,   0.000000,  30.105704
1977-09-16,  13.000000,   8.325000,   1.118331,   0.000000,   1.118331,   0.000000,  30.105704
1977-09-17,  12.900000,   1.110000,   0.647483,   0.000000,   0.647483,   0.000000,  30.105704
1977-09-18,  14.300000,   0.111000,   0.738000,   0.000000,   0.726904,   0.000000,  30.105704
1977-09-19,  16.000000,   5.217000,   0.664200,   0.000000,   0.664200,   0.000000,  30.105704
1977-09-20,  13.600000,   0.000000,   1.314000,   0.000000,   0.921459,   0.000000,  30.105704
1977-09-21,  16.400000,   0.000000,   1.419600,   0.000000,   0.779093,   0.000000,  30.105704
1977-09-22,  18.200000,   0.000000,   1.227600,   0.000000,   0.673721,   0.000000,  30.105704
1977-09-23,  14.900000,   0.000000,   0.679200,   0.000000,   0.372753,   0.000000,  30.105704
1977-09-24,  13.800000,   0.000000,   0.603000,   0.000000,   0.330933,   0.000000,  30.105704
1977-09-25,  12.400000,   2.109000,   0.952200,   0.000000,   0.952200,   0.000000,  30.105704
1977-09-26,  10.100000,   0.222000,   0.879000,   0.000000,   0.774784,   0.000000,  30.105704
1977-09-27,  10.000000,   0.000000,   0.877200,   0.000000,   0.481418,   0.000000,  30.105704
1977-09-28,  11.300000,   0.111000,   0.838800,   0.000000,   0.571343,   0.000000,  30.105704
1977-09-29,  11.700000,   0.111000,   0.769200,   0.000000,   0.533146,   0.000000,  30.105704
1977-09-30,  12.600000,   0.111000,   1.112400,   0.000000,   0.721498,   0.000000,  30.105704
1977-10-01,  10.900000,   0.000000,   0.439200,   0.000000,   0.439200,   0.000000,  30.105704
1977-10-02,  11.300000,   0.000000,   0.702000,   0.000000,   0.702000,   0.000000,  30.105704
1977-10-03,   8.500000,   0.000000,   1.125600,   0.000000,   1.125600,   0.000000,  30.105704
1977-10-04,   9.400000,   0.000000,   0.274200,   0.000000,   0.274200,   0.000000,  30.105704
1977-10-05,  11.000000,   2.394000,   0.923400,   0.000000,   0.923400,   0.000000,  30.105704
1977-10-06,  10.100000,   6.384000,   0.609000,   0.000000,   0.609000,   0.000000,  30.105704
1977-10-07,   9.300000,   0.684000,   0.633000,   0.000000,   0.633000,   0.000000,  30.105704
1977-10-08,   8.100000,   3.078000,   0.423600,   0.000000,   0.423600,   0.000000,  30.105704
1977-10-09,   7.300000,   1.596000,   0.258600,   0.000000,   0.258600,   0.000000,  30.105704
1977-10-10,   8.000000,   9.576000,   0.814800,   0.000000,   0.814800,   0.000000,  30.105704
1977-10-11,   7.900000,   0.114000,   0.645600,   0.000000,   0.645600,   0.000000,  30.105704
